638386544	20170319	201703	2017	2017.2164	EDU	SCHOOL						EDU			GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	2	1	2	-2.12550607287449	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386553	20170319	201703	2017	2017.2164	EDU	STUDENT						EDU			USA	WASHINGTON	USA								1	036	036	03	1	4.0	1	1	1	-0.57915057915058	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.theguardian.pe.ca/news/local/2017/3/19/p-e-i--travel-agents-say-islanders-avoiding-u-s--this-spring-bre.html
638386554	20170319	201703	2017	2017.2164	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386562	20170319	201703	2017	2017.2164	EDU	STUDENT						EDU			USA	WASHINGTON	USA								1	161	161	16	4	-4.0	1	1	1	-0.57915057915058	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.theguardian.pe.ca/news/local/2017/3/19/p-e-i--travel-agents-say-islanders-avoiding-u-s--this-spring-bre.html
638386620	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								EDU	SCHOOL						EDU			0	043	043	04	1	2.8	2	1	2	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386621	20170319	201703	2017	2017.2164	GBR	LONDON	GBR								EDU	SCHOOL						EDU			0	043	043	04	1	2.8	2	1	2	-2.12550607287449	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386623	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								EDU	SCHOOL						EDU			1	046	046	04	1	7.0	2	1	2	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386644	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-2.12550607287449	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638386785	20170319	201703	2017	2017.2164	IND	PUNE	IND																		1	084	084	08	2	7.0	69	1	69	2.79118195530239	1	China	CH	CH	35	105	CH	0							1	United States	US	US	38	-97	US	20170319	http://www.openpr.com/news/473308/The-United-States-Manganese-Battery-Market-Research-Report-Forecast-2016-2021-is-a-valuable-source-of-insightful-data-for-business-strategists.html
638386961	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								JUD	PUBLIC DEFENDER						JUD			0	010	010	01	1	0.0	1	1	1	-8.60617399438724	1	Mexico	MX	MX	23	-102	MX	3	Benton County, Arkansas, United States	US	USAR	36.3334	-94.3335	69896	1	Mexico	MX	MX	23	-102	MX	20170319	http://www.nwaonline.com/news/2017/mar/19/torres-holly-cases-show-cost-for-defens/
638386963	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-8.60617399438724	1	Mexico	MX	MX	23	-102	MX	3	Benton County, Arkansas, United States	US	USAR	36.3334	-94.3335	69896	3	Benton County, Arkansas, United States	US	USAR	36.3334	-94.3335	69896	20170319	http://www.nwaonline.com/news/2017/mar/19/torres-holly-cases-show-cost-for-defens/
638386964	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-8.60617399438724	1	Mexico	MX	MX	23	-102	MX	3	Benton County, Arkansas, United States	US	USAR	36.3334	-94.3335	69896	1	Mexico	MX	MX	23	-102	MX	20170319	http://www.nwaonline.com/news/2017/mar/19/torres-holly-cases-show-cost-for-defens/
638386965	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	110	110	11	3	-2.0	4	1	4	-0.57642246188174	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://www.alternet.org/books/there-goes-neighborhood-book-immigrant-elected-officials
638387326	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			0	043	043	04	1	2.8	4	1	4	-2.12550607287449	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638387335	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	046	046	04	1	7.0	4	1	4	-2.12550607287449	3	West Rusk High School, Texas, United States	US	USTX	32.239	-94.9394	1349795	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	https://www.news-journal.com/news/2017/mar/18/london-west-rusk-community-remembers-school-explos/
638387339	20170319	201703	2017	2017.2164	USA	NEW YORK CITY	USA								GBR	LONDON	GBR								1	120	120	12	3	-4.0	5	1	5	3.52380952380953	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Spain	SP	SP	40	-4	SP	20170319	http://www.independent.com.mt/articles/2017-03-19/newspaper-lifestyleculture/Emvin-Cremona-abstraction-and-the-church-6736171784
638387340	20170319	201703	2017	2017.2164	USA	NEW YORK	USA								GBR	LONDON	GBR								1	120	120	12	3	-4.0	2	1	2	3.52380952380953	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170319	http://www.independent.com.mt/articles/2017-03-19/newspaper-lifestyleculture/Emvin-Cremona-abstraction-and-the-church-6736171784
638387372	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								MOS	ISLAM				MOS					0	120	120	12	3	-4.0	6	1	6	-1.98209718670076	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	20170319	https://www.gatestoneinstitute.org/10075/netherlands-decadence-islam
638388717	20170319	201703	2017	2017.2164											LEG	SENATOR						LEG			1	051	051	05	1	3.4	1	1	1	0.92764378478664	0							4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638388750	20170319	201703	2017	2017.2164											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	0.92764378478664	0							4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638388872	20170319	201703	2017	2017.2164	BUS	COMPANIES						BUS			GBR	BRITISH	GBR								1	010	010	01	1	0.0	7	1	7	1.64835164835165	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170319	http://www.telegraph.co.uk/investing/funds/brexit-wont-have-significant-effect-long-term-investments/
638388895	20170319	201703	2017	2017.2164	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	0.92764378478664	4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638388920	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	20	2	12	2.52648185711066	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170319	http://news.xinhuanet.com/english/2017-03/19/c_136140566.htm
638388922	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-2.24321133412043	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://english.aawsat.com/theaawsat/world-news/us-china-increase-cooperation-north-korea
638388925	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	WASHINGTON	USA								0	133	133	13	3	-5.8	1	1	1	-3.1496062992126	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.chinadaily.com.cn/2017-03/19/content_28606353.htm
638388927	20170319	201703	2017	2017.2164	CHN	BEIJING	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			1	112	112	11	3	-2.0	3	1	3	-2.24321133412043	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://english.aawsat.com/theaawsat/world-news/us-china-increase-cooperation-north-korea
638388930	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	4	1	2	0.91503267973856	4	Zhong Shan, Anhui, China	CH	CH01	30.8938	118.769	10997260	1	United States	US	US	38	-97	US	4	Zhong Shan, Anhui, China	CH	CH01	30.8938	118.769	10997260	20170319	http://news.xinhuanet.com/english/2017-03/19/c_136140566.htm
638389215	20170319	201703	2017	2017.2164	GOV	COMMERCE MINIST						GOV			USA	UNITED STATES	USA								0	130	130	13	3	-4.4	8	1	4	0.91503267973856	4	Zhong Shan, Anhui, China	CH	CH01	30.8938	118.769	10997260	1	United States	US	US	38	-97	US	4	Zhong Shan, Anhui, China	CH	CH01	30.8938	118.769	10997260	20170319	http://news.xinhuanet.com/english/2017-03/19/c_136140566.htm
638389745	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	3	1	3	0.92764378478664	4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	0							3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638389756	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	0.92764378478664	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	0							4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638389775	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								0	042	042	04	1	1.9	1	1	1	0.92764378478664	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	4	Blue River, British Columbia, Canada	CA	CA02	52.1	-119.3	-561394	3	Methow, Washington, United States	US	USWA	48.1301	-120.004	1523030	20170319	http://www.omakchronicle.com/news/2017/mar/19/headwaters-protection-bill-proposed/
638389777	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHN	BEIJING	CHN								1	020	020	02	1	3.0	6	2	6	-3.28150352887305	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.chinadaily.com.cn/2017-03/19/content_28606353.htm
638389779	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	10	2	10	2.52648185711066	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	20170319	http://news.xinhuanet.com/english/2017-03/19/c_136140566.htm
638389780	20170319	201703	2017	2017.2164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	8	1	8	0.91503267973856	1	United States	US	US	38	-97	US	4	Zhong Shan, Anhui, China	CH	CH01	30.8938	118.769	10997260	1	United States	US	US	38	-97	US	20170319	http://news.xinhuanet.com/english/2017-03/19/c_136140566.htm
638389825	20170319	201703	2017	2017.2164	USA	THE US	USA								JPN	JAPAN	JPN								0	190	190	19	4	-10.0	2	1	2	-2.24321133412043	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://english.aawsat.com/theaawsat/world-news/us-china-increase-cooperation-north-korea
638391494	20170319	201703	2017	2017.2164	BUS	COMPANY						BUS													1	016	016	01	1	-2.0	2	1	2	-2.91545189504373	1	Mexico	MX	MX	23	-102	MX	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://www.mexicostar.com/index.php/sid/252469750
638391545	20170319	201703	2017	2017.2164	CHN	CHINA	CHN																		0	010	010	01	1	0.0	1	1	1	-0.94428706326723	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							1	Mexico	MX	MX	23	-102	MX	20170319	http://www.mexicostar.com/index.php/sid/252469761
638391579	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	084	084	08	2	7.0	1	1	1	-1.24293785310735	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://newspaperpost.com/2017/03/19/rex-tillers%D0%BEn-and-xi-jinping-meet-in-china-and-emphasize-c%D0%BE%D0%BEperati%D0%BEn/
638391580	20170319	201703	2017	2017.2164	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	084	084	08	2	7.0	1	1	1	-1.24293785310735	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://newspaperpost.com/2017/03/19/rex-tillers%D0%BEn-and-xi-jinping-meet-in-china-and-emphasize-c%D0%BE%D0%BEperati%D0%BEn/
638391584	20170319	201703	2017	2017.2164	CHNGOV	XI JINPING	CHN					GOV			CHN	CHINA	CHN								1	051	051	05	1	3.4	2	1	2	4.97512437810945	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	https://www.state.gov/secretary/remarks/2017/03/268520.htm
638391590	20170319	201703	2017	2017.2164	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	031	031	03	1	5.2	1	1	1	1.21703853955375	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170319	http://www.rediff.com/news/report/chinas-xi-meets-americas-secretary-of-state-vows-to-strengthen-ties/20170319.htm
638391784	20170319	201703	2017	2017.2164	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	016	016	01	1	-2.0	2	1	2	-3.79888268156424	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170319	http://oakridgeobserver.com/2017/03/19/united-kingdom-dismisses-trumps-wire-tap-claims-as/
638391796	20170319	201703	2017	2017.2164	GOV	GOVERNMENT						GOV													1	010	010	01	1	0.0	2	1	2	-0.97087378640777	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							1	Mexico	MX	MX	23	-102	MX	20170319	http://www.mexicostar.com/index.php/sid/252469770
638392030	20170319	201703	2017	2017.2164	JUD	PROSECUTOR						JUD													1	020	020	02	1	3.0	1	1	1	-3.43980343980344	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							1	China	CH	CH	35	105	CH	20170319	http://www.nydailynews.com/opinion/stop-news-article-1.3001597
638392116	20170319	201703	2017	2017.2164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-2.83400809716599	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170319	http://www.mexicostar.com/index.php/sid/252469392
638392251	20170319	201703	2017	2017.2164	RUS	RUSSIA	RUS																		1	020	020	02	1	3.0	1	1	1	-3.43980343980344	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							1	China	CH	CH	35	105	CH	20170319	http://www.nydailynews.com/opinion/stop-news-article-1.3001597
638392367	20170319	201703	2017	2017.2164	UAF	TERRORIST						UAF			MDV	MALDIVE	MDV								0	125	125	12	3	-5.0	6	1	6	-2.83400809716599	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170319	http://www.mexicostar.com/index.php/sid/252469392
638392416	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHN	CHINA	CHN								0	084	084	08	2	7.0	1	1	1	-1.24293785310735	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://newspaperpost.com/2017/03/19/rex-tillers%D0%BEn-and-xi-jinping-meet-in-china-and-emphasize-c%D0%BE%D0%BEperati%D0%BEn/
638392417	20170319	201703	2017	2017.2164	USA	WASHINGTON	USA								CHN	BEIJING	CHN								0	084	084	08	2	7.0	2	1	2	-1.24293785310735	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://newspaperpost.com/2017/03/19/rex-tillers%D0%BEn-and-xi-jinping-meet-in-china-and-emphasize-c%D0%BE%D0%BEperati%D0%BEn/
638392435	20170319	201703	2017	2017.2164	USA	THE US	USA								FRA	PARIS	FRA								0	0356	035	03	1	7.0	1	1	1	-3.31658291457286	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	38.8773	-77.0178	529189	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	20170319	http://www.terradaily.com/reports/US_climate_scepticism_clouds_G20_meet_999.html
638392436	20170319	201703	2017	2017.2164	USA	THE US	USA								FRA	PARIS	FRA								0	1313	131	13	3	-5.8	1	1	1	-3.31658291457286	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC	38.8773	-77.0178	529189	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	20170319	http://www.terradaily.com/reports/US_climate_scepticism_clouds_G20_meet_999.html
